Name,global_id,AdmArea,District,Location,lon,lat,Material
"Искусственная дорожная неровность по адресу Борисовский проезд, дом 20",1711216,Южный административный округ,район Орехово-Борисово Северное,"Борисовский проезд, дом 20",37.7264106642299,55.6256708883571,пластик
"Искусственная дорожная неровность по адресу Ореховый проезд, дом 43А",1711244,Южный административный округ,район Зябликово,"Ореховый проезд, дом 43А",37.7294605021117,55.6149675365588,пластик
"Искусственная дорожная неровность по адресу улица Кошкина, дом 6",1711314,Южный административный округ,район Москворечье-Сабурово,"улица Кошкина, дом 6",37.67217137103,55.6429374062292,пластик
"Искусственная дорожная неровность по адресу улица Москворечье, дом 47, корпус 1",1711318,Южный административный округ,район Москворечье-Сабурово,"улица Москворечье, дом 47, корпус 1",37.666793373918,55.6443274763358,пластик
"Искусственная дорожная неровность по адресу Артековская улица, дом 3",1711323,Южный административный округ,Нагорный район,"Артековская улица, дом 3",37.6131946253298,55.6509328061719,пластик
"Искусственная дорожная неровность по адресу улица Лобанова, дом 3",1711364,Южный административный округ,Даниловский район,"улица Лобанова, дом 3",37.6593601383354,55.7015674733892,пластик
"Искусственная дорожная неровность на УДС 1-го Автозаводского проезда с привязкой к адресу Автозаводская улица, дом 15/2",1711369,Южный административный округ,Даниловский район,"Автозаводская улица, дом 15/2",37.6564011578581,55.705010446809,пластик
"Искусственная дорожная неровность по адресу улица Полбина, дом 18",1711401,Юго-Восточный административный округ,район Печатники,"улица Полбина, дом 18",37.7288117468983,55.687751530227,пластик
"Искусственная дорожная неровность по адресу Нагатинская набережная, дом 56",1711407,Южный административный округ,район Нагатинский Затон,"Нагатинская набережная, дом 56",37.6886289049888,55.6907491563049,пластик
"Искусственная дорожная неровность по адресу улица Бахрушина, дом 25",1711424,Центральный административный округ,район Замоскворечье,"улица Бахрушина, дом 25",37.636858,55.732977,пластик
"Искусственная дорожная неровность по адресу Автозаводская улица, дом 7",1711430,Южный административный округ,Даниловский район,"Автозаводская улица, дом 7",37.6604204486113,55.7081910281382,пластик
"Искусственная дорожная неровность по адресу Малая Тульская улица, дом 15",1711433,Южный административный округ,Даниловский район,"Малая Тульская улица, дом 15",37.6187783159806,55.7091301405032,пластик
"Искусственная дорожная неровность по адресу Святоозерская улица, дом 16",1711443,Восточный административный округ,район Косино-Ухтомский,"Святоозерская улица, дом 16",37.8900577692444,55.7132215806286,пластик
"Искусственная дорожная неровность по адресу Восточная улица, дом 4А, строение 38",1711446,Южный административный округ,Даниловский район,"Восточная улица, дом 4А, строение 38",37.6604097209302,55.7156533295377,пластик
"Искусственная дорожная неровность по адресу Большой Факельный переулок, дом 23",1711454,Центральный административный округ,Таганский район,"Большой Факельный переулок, дом 23",37.6680759785992,55.7408963997781,пластик
"Искусственная дорожная неровность по адресу Новорогожская улица, дом 4, строение 1",1711457,Центральный административный округ,Таганский район,"Новорогожская улица, дом 4, строение 1",37.6813309520947,55.7420914760396,пластик
"Искусственная дорожная неровность по адресу Гончарная улица, дом 34",1711458,Центральный административный округ,Таганский район,"Гончарная улица, дом 34",37.6500974666087,55.7421277893199,пластик
"Искусственная дорожная неровность по адресу Рабочая улица, дом 10",1711461,Центральный административный округ,Таганский район,"Рабочая улица, дом 13",37.6826244470521,55.7444408570811,пластик
"Искусственная дорожная неровность по адресу Библиотечная улица, дом 29",1711462,Центральный административный округ,Таганский район,"Библиотечная улица, дом 25",37.6754894359742,55.7446424635984,пластик
"Искусственная дорожная неровность по адресу Гагаринский переулок, дом 20",1711463,Центральный административный округ,район Хамовники,"Гагаринский переулок, дом 20",37.5923672770956,55.7448236426049,пластик
"Искусственная дорожная неровность по адресу 3-й Лесной переулок, дом 12",1711466,Центральный административный округ,Тверской район,"3-й Лесной переулок, дом 12",37.5876392155832,55.779000441852,пластик
"Искусственная дорожная неровность по адресу Измайловское шоссе, дом 13",1711467,Восточный административный округ,район Соколиная Гора,"Измайловское шоссе, дом 13",37.7240981051429,55.7792513760865,пластик
"Искусственная дорожная неровность по адресу 4-й Лесной переулок, дом 6",1711468,Центральный административный округ,Тверской район,"4-й Лесной переулок, дом 11",37.5874569914295,55.7797994368356,пластик
"Искусственная дорожная неровность по адресу 2-я Леснорядская улица, дом 10, строение 1",1711474,Центральный административный округ,Красносельский район,"2-я Леснорядская улица, дом 10, строение 1",37.675022,55.782102,пластик
"Искусственная дорожная неровность по адресу улица Большая Молчановка, дом 26-28",1711483,Центральный административный округ,район Арбат,"улица Большая Молчановка, дом 26",37.590034090893,55.7532875844932,пластик
"Искусственная дорожная неровность по адресу Калашный переулок, дом 3",1711486,Центральный административный округ,Пресненский район,"Калашный переулок, дом 3",37.601641,55.754936,пластик
"Искусственная дорожная неровность по адресу Мантулинская улица, дом 16",1711490,Центральный административный округ,Пресненский район,"Мантулинская улица, дом 16",37.55193314496,55.7560993195084,пластик
"Искусственная дорожная неровность по адресу 2-я Звенигородская улица, дом 8",1711496,Центральный административный округ,Пресненский район,"2-я Звенигородская улица, дом 8",37.5549504620319,55.7595068386155,пластик
"Искусственная дорожная неровность по адресу Большой Казённый переулок, дом 9",1711498,Центральный административный округ,Басманный район,"Большой Казённый переулок, дом 9",37.6556338825194,55.760167381314,пластик
"Искусственная дорожная неровность по адресу улица Металлургов, дом 60, корпус 1",1711499,Восточный административный округ,район Перово,"улица Металлургов, дом 60, корпус 1",37.808604,55.760147,пластик
"Искусственная дорожная неровность по адресу 3-я Владимирская улица, дом 5",1711501,Восточный административный округ,район Перово,"3-я Владимирская улица, дом 5",37.7857988014994,55.762101867543,пластик
"Искусственная дорожная неровность по адресу Большой Козихинский переулок, дом 5",1711502,Центральный административный округ,Пресненский район,"Большой Козихинский переулок, дом 5",37.597793,55.762409,пластик
"Искусственная дорожная неровность по адресу Староконюшенный переулок, дом 18",1711506,Центральный административный округ,район Хамовники,"Староконюшенный переулок, дом 18",37.595242,55.746587,пластик
"Искусственная дорожная неровность по адресу улица Климашкина, дом 13",1711516,Центральный административный округ,Пресненский район,"улица Климашкина, дом 13",37.5695733630926,55.7677784768528,пластик
"Искусственная дорожная неровность по адресу Большой Тишинский переулок, дом 1, строение 3",1711517,Центральный административный округ,Пресненский район,"Большой Тишинский переулок, дом 1, строение 3",37.5780229912152,55.7688049834603,пластик
"Искусственная дорожная неровность по адресу Просвирин переулок, дом 5",1711518,Центральный административный округ,Красносельский район,"Просвирин переулок, дом 5",37.6330074369433,55.7688055519594,пластик
"Искусственная дорожная неровность по адресу Старопименовский переулок, дом 5",1711519,Центральный административный округ,Тверской район,"Старопименовский переулок, дом 6",37.6010363456758,55.76904511573,пластик
"Искусственная дорожная неровность по адресу Большой Тишинский переулок, дом 39",1711521,Центральный административный округ,Пресненский район,"Большой Тишинский переулок, дом 39",37.569792298697,55.7693225749571,пластик
"Искусственная дорожная неровность по адресу Лефортовский переулок, дом 8",1711524,Центральный административный округ,Басманный район,"Лефортовский переулок, дом 8",37.6780041743907,55.7698895832971,пластик
"Искусственная дорожная неровность по адресу Госпитальный переулок, дом 4",1711526,Центральный административный округ,Басманный район,"Госпитальный переулок, дом 4",37.6872039847087,55.7706685431445,пластик
"Искусственная дорожная неровность по адресу Средний Кондратьевский переулок, дом 8",1711528,Центральный административный округ,Пресненский район,"Средний Кондратьевский переулок, дом 8",37.5787867505478,55.7722601491668,пластик
"Искусственная дорожная неровность по адресу Большой Каретный переулок, дом 22",1711529,Центральный административный округ,Тверской район,"Большой Каретный переулок, дом 22",37.6160253668087,55.7723647552113,пластик
"Искусственная дорожная неровность по адресу Большой Кондратьевский переулок, дом 3",1711530,Центральный административный округ,Пресненский район,"Большой Кондратьевский переулок, дом 3",37.5828177759937,55.7725548778465,пластик
"Искусственная дорожная неровность по адресу Рубцов переулок, дом 10/14",1711533,Центральный административный округ,Басманный район,"Рубцов переулок, дом 10/14",37.6921322088327,55.7732100002338,пластик
"Искусственная дорожная неровность по адресу Вольная улица, дом 4",1711537,Восточный административный округ,район Соколиная Гора,"Вольная улица, дом 4",37.7259525162485,55.7761380220079,пластик
"Искусственная дорожная неровность по адресу Ленинградский проспект, дом 49",1711556,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 49",37.5293013382383,55.7999853919313,пластик
"Искусственная дорожная неровность по адресу улица Олений Вал, дом 22, корпус 1",1711557,Восточный административный округ,район Сокольники,"улица Олений Вал, дом 22, корпус 1",37.692064,55.800227,пластик
"Искусственная дорожная неровность по адресу Живописная улица, дом 48",1711559,Северо-Западный административный округ,район Щукино,"Живописная улица, дом 48",37.4504708824262,55.8008636482154,пластик
"Искусственная дорожная неровность по адресу улица Маршала Василевского, дом 3, корпус 2",1711563,Северо-Западный административный округ,район Щукино,"улица Маршала Василевского, дом 3, корпус 2",37.4719773363539,55.8020016430617,пластик
"Искусственная дорожная неровность по адресу улица Генерала Глаголева, дом 25, корпус 1",1711571,Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Генерала Глаголева, дом 25, корпус 1",37.4651294897228,55.7878731128151,пластик
"Искусственная дорожная неровность по адресу Малая Переяславская улица, дом 6/8",1711573,Центральный административный округ,Мещанский район,"Малая Переяславская улица, дом 6",37.637273,55.78943,пластик
"Искусственная дорожная неровность по адресу улица Девятая Рота, дом 14",1711580,Восточный административный округ,район Преображенское,"улица Девятая Рота, дом 14",37.7124388791552,55.7913215787739,пластик
"Искусственная дорожная неровность по адресу улица Павла Корчагина, дом 4",1711584,Северо-Восточный административный округ,Алексеевский район,"улица Павла Корчагина, дом 4",37.6562915292575,55.8132118265571,пластик
"Искусственная дорожная неровность по адресу улица Исаковского, дом 14",1711587,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 12, корпус 1",37.4093348498467,55.8135330473812,пластик
"Искусственная дорожная неровность по адресу улица Гончарова, дом 15",1711591,Северо-Восточный административный округ,Бутырский район,"улица Гончарова, дом 15",37.5870861785583,55.8152948746696,пластик
"Искусственная дорожная неровность на УДС улицы Гончарова с привязкой к адресу улица Руставели, дом 7, строение 2",1711592,Северо-Восточный административный округ,Бутырский район,"улица Руставели, дом 7, строение 2",37.588388,55.815459,пластик
"Искусственная дорожная неровность по адресу улица Гончарова, дом 17, корпус 1",1711593,Северо-Восточный административный округ,Бутырский район,"улица Гончарова, дом 17, корпус 1",37.589646,55.815598,пластик
"Искусственная дорожная неровность по адресу 4-я улица Марьиной Рощи, дом 1",1711598,Северо-Восточный административный округ,район Марьина Роща,"4-я улица Марьиной Рощи, дом 1",37.624123,55.793462,пластик
"Искусственная дорожная неровность по адресу улица Сальвадора Альенде, дом 9",1711602,Северный административный округ,район Сокол,"улица Сальвадора Альенде, дом 9",37.5065469860404,55.7943485256427,пластик
"Искусственная дорожная неровность по адресу 2-я Пугачёвская улица, дом 6",1711604,Восточный административный округ,район Преображенское,"2-я Пугачёвская улица, дом 6",37.7292816430471,55.7955701053081,пластик
"Искусственная дорожная неровность по адресу Петровско-Разумовский проезд, дом 9",1711606,Северный административный округ,Савёловский район,"Петровско-Разумовский проезд, дом 9",37.568708,55.796252,пластик
"Искусственная дорожная неровность по адресу Вятская улица, дом 29",1711611,Северный административный округ,Савёловский район,"Вятская улица, дом 29",37.5820650812104,55.7978262542074,пластик
"Искусственная дорожная неровность по адресу 3-я Новоостанкинская улица, дом 4",1711619,Северо-Восточный административный округ,Останкинский район,"3-я Новоостанкинская улица, дом 4",37.6249750627954,55.8174232193659,пластик
"Искусственная дорожная неровность по адресу улица Годовикова, дом 4, строение 2",1711620,Северо-Восточный административный округ,Останкинский район,"улица Годовикова, дом 4, строение 2",37.6312058341999,55.8040741611691,пластик
"Искусственная дорожная неровность по адресу 2-я Новоостанкинская улица, дом 10А",1711627,Северо-Восточный административный округ,Останкинский район,"2-я Новоостанкинская улица, дом 10А",37.6259701625683,55.8158773582047,пластик
"Искусственная дорожная неровность по адресу улица Гончарова, дом 17, корпус 2",1711630,Северо-Восточный административный округ,Бутырский район,"улица Гончарова, дом 17, корпус 2",37.5881402868655,55.8164597270313,пластик
"Искусственная дорожная неровность по адресу улица Исаковского, дом 29",1711635,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 29",37.417719098583,55.8070148601176,пластик
"Искусственная дорожная неровность по адресу Алымов переулок, дом 15",1711637,Восточный административный округ,район Богородское,"Алымов переулок, дом 15",37.713083279336,55.8072534388469,пластик
"Искусственная дорожная неровность по адресу 3-я Гражданская улица, дом 64",1711642,Восточный административный округ,район Богородское,"3-я Гражданская улица, дом 64",37.712830313752,55.809035000774,пластик
"Искусственная дорожная неровность по адресу Погонный проезд, дом 5, строение 2",1711647,Восточный административный округ,район Богородское,"Погонный проезд, дом 5, строение 2",37.705213344846,55.8206336803842,пластик
"Искусственная дорожная неровность по адресу улица Касаткина, дом 7",1711656,Северо-Восточный административный округ,Алексеевский район,"улица Касаткина, дом 7",37.6573022201904,55.8248498343107,пластик
"Искусственная дорожная неровность по адресу 1-я улица Леонова, дом 1",1711660,Северо-Восточный административный округ,район Ростокино,"1-я улица Леонова, дом 1",37.6458185097378,55.8430420966297,пластик
"Искусственная дорожная неровность по адресу 1-я улица Леонова, дом 16, строение 7",1711663,Северо-Восточный административный округ,район Ростокино,"1-я улица Леонова, дом 16, строение 7",37.6412694842581,55.8442494035113,пластик
"Искусственная дорожная неровность по адресу Отрадная улица, дом 15",1711682,Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 15",37.615480715557,55.8554628273497,пластик
"Искусственная дорожная неровность по адресу Отрадная улица, дом 11",1711683,Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 11",37.6136866523738,55.8560169789487,пластик
"Искусственная дорожная неровность по адресу Вересковая улица, дом 5",1711690,Северо-Восточный административный округ,район Свиблово,"Вересковая улица, дом 5",37.6400034813417,55.8596187197826,пластик
"Искусственная дорожная неровность по адресу Радужная улица, дом 14, корпус 1",1711692,Северо-Восточный административный округ,Бабушкинский район,"Радужная улица, дом 14, корпус 1",37.6668631227099,55.860098600517,пластик
"Искусственная дорожная неровность по адресу Радужная улица, дом 10",1711693,Северо-Восточный административный округ,Бабушкинский район,"Радужная улица, дом 10",37.6695453313499,55.8603303422651,пластик
"Искусственная дорожная неровность по адресу Вересковая улица, дом 10",1711694,Северо-Восточный административный округ,район Свиблово,"Вересковая улица, дом 10",37.6415484345101,55.8604538481325,пластик
"Искусственная дорожная неровность 1 по адресу улица Вешних Вод, дом 8, корпус 1",1711695,Северо-Восточный административный округ,Ярославский район,"улица Вешних Вод, дом 10, строение 6",37.6996772684985,55.8608617140166,пластик
"Искусственная дорожная неровность по адресу улица Вилиса Лациса, дом 25",1711698,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, дом 25",37.4202350128941,55.8620263171869,пластик
"Искусственная дорожная неровность по адресу Пяловская улица, дом 21",1711699,Северный административный округ,район Западное Дегунино,"Пяловская улица, дом 21",37.5354432653628,55.8620952338291,пластик
"Искусственная дорожная неровность по адресу улица Коминтерна, дом 7",1711703,Северо-Восточный административный округ,Бабушкинский район,"улица Коминтерна, дом 7",37.6784809435496,55.8634324236771,пластик
"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 30Г",1711709,Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 30Г",37.585002608122,55.8650133416097,пластик
"Искусственная дорожная неровность по адресу 2-й Сельскохозяйственный проезд, дом 4",1711726,Северо-Восточный административный округ,район Ростокино,"2-й Сельскохозяйственный проезд, дом 4",37.6438658606693,55.833359338677,пластик
"Искусственная дорожная неровность по адресу улица Докукина, дом 3, корпус 1",1711731,Северо-Восточный административный округ,район Ростокино,"улица Докукина, дом 3, корпус 1",37.6557534123511,55.8372344231207,пластик
"Искусственная дорожная неровность по адресу улица Павла Корчагина, дом 13",1711741,Северо-Восточный административный округ,Алексеевский район,"улица Павла Корчагина, дом 13",37.66139,55.818065,пластик
"Искусственная дорожная неровность по адресу улица Павла Корчагина, дом 18",1711743,Северо-Восточный административный округ,Алексеевский район,"улица Павла Корчагина, дом 16",37.6615800065565,55.8182533253989,пластик
"Искусственная дорожная неровность по адресу улица Кондратюка, дом 5",1711744,Северо-Восточный административный округ,Останкинский район,"улица Кондратюка, дом 7, строение 6",37.6326327694012,55.8188838337362,пластик
"Искусственная дорожная неровность по адресу Илимская улица, дом 10",1711753,Северо-Восточный административный округ,район Лианозово,"Илимская улица, дом 10",37.581973389271,55.8899462837765,пластик
"Искусственная дорожная неровность по адресу Северодвинская улица, дом 13",1711759,Северо-Восточный административный округ,район Северное Медведково,"Северодвинская улица, дом 13",37.6810459741473,55.8927852338882,пластик
"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 56",1711765,Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, дом 56",37.5871782154507,55.8807901559731,пластик
"Искусственная дорожная неровность по адресу Заревый проезд, дом 2",1711770,Северо-Восточный административный округ,район Северное Медведково,"Заревый проезд, дом 2",37.6581030296386,55.8833699103847,пластик
"Искусственная дорожная неровность по адресу Стартовая улица, дом 1",1711775,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 1",37.7086868084528,55.8856729610155,пластик
"Искусственная дорожная неровность по адресу улица Пришвина, дом 10",1711783,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 10",37.5968869734795,55.8890627810369,пластик
"Искусственная дорожная неровность по адресу Алтуфьевское шоссе, дом 80",1711784,Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 80",37.5874429166256,55.8941144814648,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 10",1711785,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 10",37.5797811864657,55.8945621056511,пластик
"Искусственная дорожная неровность по адресу Северный бульвар, дом 5 - дом 7",1711794,Северо-Восточный административный округ,район Отрадное,"Северный бульвар, дом 7",37.6052170753637,55.8671597843761,пластик
"Искусственная дорожная неровность по адресу Белозерская улица, дом 13",1711796,Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 13",37.6151573436143,55.8966704462833,пластик
"Искусственная дорожная неровность по адресу Белозерская улица, дом 7",1711798,Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 7",37.6109838264998,55.8982601809967,пластик
"Искусственная дорожная неровность по адресу Палехская улица, дом 13",1711805,Северо-Восточный административный округ,Ярославский район,"Палехская улица, дом 13",37.6993232154956,55.8681041067758,пластик
"Искусственная дорожная неровность по адресу улица Бестужевых, дом 1",1711806,Северо-Восточный административный округ,район Отрадное,"улица Бестужевых, дом 1",37.5969228477004,55.8684105465365,пластик
"Искусственная дорожная неровность 1 по адресу улица Римского-Корсакова, дом 10",1711808,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 10",37.5987909257748,55.8728618002669,пластик
"Искусственная дорожная неровность по адресу Палехская улица, дом 5",1711811,Северо-Восточный административный округ,Ярославский район,"Палехская улица, дом 15",37.7025633246393,55.8702516957395,пластик
"Искусственная дорожная неровность по адресу улица Бестужевых, дом 23",1711813,Северо-Восточный административный округ,район Отрадное,"улица Бестужевых, дом 23",37.6099411169152,55.8714681427283,пластик
"Искусственная дорожная неровность по адресу Путевой проезд, дом 12",1711819,Северо-Восточный административный округ,Алтуфьевский район,"Путевой проезд, дом 12",37.5792730750865,55.8736297763562,пластик
"Искусственная дорожная неровность по адресу Староватутинский проезд, дом 5, строение 2",1711820,Северо-Восточный административный округ,Бабушкинский район,"Староватутинский проезд, дом 5, строение 2",37.6733128297189,55.8738195877034,пластик
"Искусственная дорожная неровность по адресу Староватутинский проезд, дом 6",1711821,Северо-Восточный административный округ,Бабушкинский район,"Староватутинский проезд, дом 6",37.6719502686892,55.8740342825405,пластик
"Искусственная дорожная неровность по адресу улица Проходчиков, дом 2",1711822,Северо-Восточный административный округ,Ярославский район,"улица Проходчиков, дом 2",37.7202873627744,55.8742931839618,пластик
"Искусственная дорожная неровность по адресу улица Коминтерна, дом 52",1711823,Северо-Восточный административный округ,Лосиноостровский район,"улица Коминтерна, дом 52",37.6950764407697,55.8743298448256,пластик
"Искусственная дорожная неровность по адресу Бескудниковский бульвар, дом 50А",1711825,Северный административный округ,Бескудниковский район,"Бескудниковский бульвар, дом 50А",37.539253,55.875997,пластик
"Искусственная дорожная неровность по адресу улица Проходчиков, дом 10, корпус 1, строение 2",1711828,Северо-Восточный административный округ,Ярославский район,"улица Проходчиков, дом 10, корпус 1, строение 2",37.722107,55.876449,асфальт
"Искусственная дорожная неровность 1 по адресу Норильская улица, дом 4",1711829,Северо-Восточный административный округ,Лосиноостровский район,"Норильская улица, дом 4",37.6955788532367,55.8765586066137,пластик
"Искусственная дорожная неровность по адресу Лосевская улица, дом 20",1711831,Северо-Восточный административный округ,Ярославский район,"Лосевская улица, дом 20",37.7149014856407,55.8766976490505,пластик
"Искусственная дорожная неровность по адресу 2-я Напрудная улица, дом 11",1711835,Северо-Восточный административный округ,Лосиноостровский район,"2-я Напрудная улица, дом 11",37.6883737681767,55.8782643246808,пластик
"Искусственная дорожная неровность по адресу 1-я Напрудная улица, дом 11",1711837,Северо-Восточный административный округ,Лосиноостровский район,"1-я Напрудная улица, дом 11",37.6915657653505,55.8790317797123,пластик
"Искусственная дорожная неровность по адресу Базовская улица, дом 16",1711838,Северный административный округ,район Западное Дегунино,"Базовская улица, дом 16",37.511588,55.878055,пластик
"Искусственная дорожная неровность по адресу 8-я улица Соколиной Горы, дом 5А",1711841,Восточный административный округ,район Соколиная Гора,"8-я улица Соколиной Горы, дом 5А",37.733354,55.767638,пластик
"Искусственная дорожная неровность по адресу Большая Спасская улица, дом 15",1711848,Центральный административный округ,Красносельский район,"Большая Спасская улица, дом 15",37.640378,55.774524,пластик
"Искусственная дорожная неровность по адресу Зоологическая улица, дом 28",1711852,Центральный административный округ,Пресненский район,"Зоологическая улица, дом 28",37.585439,55.766406,пластик
"Искусственная дорожная неровность по адресу 2-я Напрудная улица, дом 13-15",1711861,Северо-Восточный административный округ,Лосиноостровский район,"2-я Напрудная улица, дом 13-15",37.689398,55.879282,пластик
"Искусственная дорожная неровность по адресу 2-й Троицкий переулок, дом 8/10",1711868,Центральный административный округ,Мещанский район,"2-й Троицкий переулок, дом 8/10",37.620966,55.776092,пластик
"Искусственная дорожная неровность по адресу 2-я Дубровская улица, дом 3",1711869,Центральный административный округ,Таганский район,"2-я Дубровская улица, дом 3",37.670827,55.728822,пластик
"Искусственная дорожная неровность по адресу 2-я Тверская-Ямская улица, дом 46",1711870,Центральный административный округ,Тверской район,"2-я Тверская-Ямская улица, дом 46",37.589844,55.774401,пластик
"Искусственная дорожная неровность по адресу 5-й Монетчиковский переулок, дом 7",1711882,Центральный административный округ,район Замоскворечье,"5-й Монетчиковский переулок, дом 7",37.631839,55.732398,пластик
"Искусственная дорожная неровность по адресу 13-я Парковая улица, дом 33",1711893,Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 33",37.811923,55.807578,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 28",1711896,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 28",37.5801048979716,55.9024008371756,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 30",1711898,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 30",37.5801421115805,55.902890087965,пластик
"Искусственная дорожная неровность по адресу Псковская улица, дом 10, корпус 1",1711899,Северо-Восточный административный округ,район Лианозово,"Псковская улица, дом 10, корпус 1",37.5496422119151,55.9033756574074,пластик
"Искусственная дорожная неровность по адресу Псковская улица, дом 11",1711903,Северо-Восточный административный округ,район Лианозово,"Псковская улица, дом 12, корпус 1",37.5524887053525,55.9054549934506,пластик
