Name,global_id,AdmArea,District,Location,lon,lat,Material
"Искусственная дорожная неровность по адресу Черноморский бульвар, дом 8",2834214,Южный административный округ,Нагорный район,"Черноморский бульвар, дом 8",37.61168,55.645482,пластик
"Искусственная дорожная неровность по адресу Черноморский бульвар, дом 5",2834215,Южный административный округ,Нагорный район,"Черноморский бульвар, дом 5",37.615251,55.644897,пластик
"Искусственная дорожная неровность на УДС Чертановской улицы с привязкой к адресу Сумской проезд, дом 12, корпус 3",2834216,Южный административный округ,район Чертаново Северное,"Сумской проезд, дом 12, корпус 3",37.605094,55.638051,пластик
"Искусственная дорожная неровность по адресу Чертановская улица, дом 4",2834217,Южный административный округ,район Чертаново Северное,"Чертановская улица, дом 4",37.600562,55.63162,пластик
"Искусственная дорожная неровность по адресу Чертановская улица, дом 7А",2834218,Южный административный округ,район Чертаново Северное,"Чертановская улица, дом 7А",37.6011,55.631396,пластик
"Искусственная дорожная неровность по адресу Ленская улица, дом 6",4479704,Северо-Восточный административный округ,Бабушкинский район,"Ленская улица, дом 6",37.67098,55.866051,пластик
"Искусственная дорожная неровность по адресу Маломосковская улица, дом 7",4479708,Северо-Восточный административный округ,Алексеевский район,"Маломосковская улица, дом 7",37.644341,55.813336,пластик
"Искусственная дорожная неровность по адресу улица Мусоргского, дом 11",4479713,Северо-Восточный административный округ,район Отрадное,"улица Мусоргского , дом 11",37.625796,55.863922,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 38",4479714,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 38",37.581489,55.906169,пластик
"Искусственная дорожная неровность по адресу Новоалексеевская улица, дом 6",4479715,Северо-Восточный административный округ,Алексеевский район,"Новоалексеевская улица, дом 6",37.641357,55.807493,пластик
"Искусственная дорожная неровность по адресу Полярная улица, дом 9",4479721,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 9",37.63672,55.874303,пластик
"Искусственная дорожная неровность на УДС улицы Церковная Горка с привязкой к адресу проспект Мира, дом 128",4485036,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 128",37.64042,55.818358,пластик
"Искусственная дорожная неровность 1 по адресу Стандартная улица, дом 33",13391315,Северо-Восточный административный округ,Алтуфьевский район,"Стандартная улица, дом 33",37.571363,55.882108,пластик
"Искусственная дорожная неровность 2 по адресу Стандартная улица, дом 33",13391316,Северо-Восточный административный округ,Алтуфьевский район,"Стандартная улица, дом 33",37.573077,55.882496,пластик
"Искусственная дорожная неровность 1 по адресу Старомарьинское шоссе, дом 5",13391317,Северо-Восточный административный округ,район Марьина Роща,"Старомарьинское шоссе, дом 5",37.611237,55.802814,пластик
"Искусственная дорожная неровность 2 по адресу Старомарьинское шоссе, дом 5",13391318,Северо-Восточный административный округ,район Марьина Роща,"Старомарьинское шоссе, дом 5",37.611423,55.803105,пластик
"Искусственная дорожная неровность по адресу Таймырская улица, дом 5",13391321,Северо-Восточный административный округ,Лосиноостровский район,"Таймырская улица, дом 5",37.697058,55.885092,пластик
"Искусственная дорожная неровность по адресу Федоскинская улица, дом 4",13391330,Северо-Восточный административный округ,Ярославский район,"Федоскинская улица, дом 4",37.702934,55.868772,пластик
"Искусственная дорожная неровность по адресу Хибинский проезд, дом 5",13391332,Северо-Восточный административный округ,Ярославский район,"Хибинский проезд, дом 5",37.687233,55.862612,пластик
"Искусственная дорожная неровность по адресу Челюскинская улица, дом 4",13391335,Северо-Восточный административный округ,Лосиноостровский район,"Челюскинская улица, дом 4",37.701913,55.88016,пластик
"Искусственная дорожная неровность по адресу Чукотский проезд, дом 4",13391336,Северо-Восточный административный округ,район Бибирево,"Чукотский проезд, дом 4",37.65154,55.868464,пластик
"Искусственная дорожная неровность по адресу Елецкая улица, дом 15",19644980,Южный административный округ,район Орехово-Борисово Южное,"Елецкая улица, дом 15",37.7332663881877,55.6072293330301,пластик
"Искусственная дорожная неровность по адресу улица Генерала Белова, дом 18",19644982,Южный административный округ,район Орехово-Борисово Южное,"улица Генерала Белова, дом 18",37.7211456545194,55.6085183808295,пластик
"Искусственная дорожная неровность по адресу Ореховый проезд, дом 26, сооружение 1",19644994,Южный административный округ,район Зябликово,"Ореховый проезд, дом 26, сооружение 1",37.7310054543818,55.6143724618114,пластик
"Искусственная дорожная неровность по адресу Борисовский проезд, дом 13",19645014,Южный административный округ,район Орехово-Борисово Северное,"Борисовский проезд, дом 13",37.723109031269,55.6262540311608,пластик
"Искусственная дорожная неровность по адресу Марьинский бульвар, дом 2, строение 2",19645069,Юго-Восточный административный округ,район Марьино,"Марьинский бульвар, дом 2, строение 2",37.7488153247456,55.6480096632555,пластик
"Искусственная дорожная неровность по адресу Батюнинская улица, дом 7",19645084,Юго-Восточный административный округ,район Печатники,"Батюнинская улица, дом 7",37.7058785239577,55.6580620650699,пластик
"Искусственная дорожная неровность по адресу Ослябинский переулок, дом 1, строение 3",19645162,Южный административный округ,Даниловский район,"Восточная улица, дом 4, корпус 1",37.659199,55.713668,пластик
"Искусственная дорожная неровность по адресу 4-й Вешняковский проезд, дом 6",19645182,Юго-Восточный административный округ,Рязанский район,"4-й Вешняковский проезд, дом 6",37.79501101306,55.7188116572681,пластик
"Искусственная дорожная неровность по адресу Садовническая улица, дом 82 - дом 73, строение 1",19645222,Центральный административный округ,район Замоскворечье,"Садовническая улица, дом 82 - дом 73, строение 1",37.642445,55.736219,пластик
"Искусственная дорожная неровность по адресу Абельмановская улица, дом 9, строение 9",19645224,Центральный административный округ,Таганский район,"Абельмановская улица, дом 9, строение 9",37.6726513229201,55.7357011683037,пластик
"Искусственная дорожная неровность по адресу Большой Татарский переулок, дом 4/8",19645227,Центральный административный округ,район Замоскворечье,"Большой Татарский переулок, дом 4/8",37.6377182328359,55.7362979907065,пластик
"Искусственная дорожная неровность по адресу Садовническая улица, дом 72 - дом 74",19645237,Центральный административный округ,район Замоскворечье,"Садовническая улица, дом 72 - дом 74",37.6411583348097,55.7393344312193,пластик
"Искусственная дорожная неровность по адресу Новорогожская улица, дом 32, строение 1",19645238,Центральный административный округ,Таганский район,"Новорогожская улица, дом 32, строение 1",37.6906729172132,55.7395161102415,пластик
"Искусственная дорожная неровность по адресу Большой Трёхсвятительский переулок, дом 3",19645268,Центральный административный округ,Басманный район,"Большой Трёхсвятительский переулок, дом 3",37.6461725573508,55.7551772043376,пластик
"Искусственная дорожная неровность по адресу Милютинский переулок, дом 18",19645289,Центральный административный округ,Красносельский район,"Милютинский переулок, дом 18",37.6322,55.764791,пластик
"Искусственная дорожная неровность по адресу Докучаев переулок, дом 7, строение 1",19645299,Центральный административный округ,Красносельский район,"Докучаев переулок, дом 7, строение 1",37.643072,55.774141,пластик
"Искусственная дорожная неровность по адресу улица Берзарина, дом 8",19645313,Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Берзарина, дом 8",37.4914305595457,55.787861781224,пластик
"Искусственная дорожная неровность по адресу улица Берзарина, дом 4",19645314,Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Берзарина, дом 4",37.4953732374799,55.7883581452607,пластик
"Искусственная дорожная неровность по адресу 1-я Квесисская улица, дом 8",19645324,Северный административный округ,Савёловский район,"1-я Квесисская улица, дом 8",37.5815531151602,55.7938245650148,пластик
"Искусственная дорожная неровность по адресу Стрелецкая улица, дом 10",19645327,Северо-Восточный административный округ,район Марьина Роща,"Стрелецкая улица, дом 10",37.601149,55.795889,пластик
"Искусственная дорожная неровность по адресу Полтавская улица, дом 8",19645329,Северный административный округ,Савёловский район,"Полтавская улица, дом 8",37.573162,55.796791,пластик
"Искусственная дорожная неровность по адресу Полковая улица, дом 3",19645333,Северо-Восточный административный округ,район Марьина Роща,"Полковая улица, дом 3",37.6064044523366,55.798169609833,пластик
"Искусственная дорожная неровность по адресу улица Острякова, дом 7",19645338,Северный административный округ,Хорошёвский район,"улица Острякова, дом 7",37.5253460856867,55.7996272284983,пластик
"Искусственная дорожная неровность по адресу Строгинский бульвар, дом 12",19645350,Северо-Западный административный округ,район Строгино,"Строгинский бульвар, дом 12",37.3987012313172,55.8046507683663,пластик
"Искусственная дорожная неровность по адресу улица Исаковского, дом 16, корпус 1, строение 1",19645369,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 16, корпус 1, строение 1",37.410051,55.813047,пластик
"Искусственная дорожная неровность по адресу Врачебный проезд, дом 12",19645371,Северо-Западный административный округ,район Покровское-Стрешнево,"Врачебный проезд, дом 12",37.4586834702981,55.8132916810125,пластик
"Искусственная дорожная неровность по адресу улица Кибальчича, дом 12, корпус 1",19645376,Северо-Восточный административный округ,Алексеевский район,"улица Кибальчича, дом 12, корпус 1",37.6537742755582,55.8158048658998,пластик
"Искусственная дорожная неровность по адресу Байкальская улица, дом 36",19645386,Восточный административный округ,район Гольяново,"Байкальская улица, дом 36",37.806717,55.817015,пластик
"Искусственная дорожная неровность по адресу улица Константинова, дом 28",19645392,Северо-Восточный административный округ,Алексеевский район,"улица Константинова, дом 28",37.658103025147,55.8189846899982,пластик
"Искусственная дорожная неровность по адресу улица Кашёнкин Луг, дом 2",19645402,Северо-Восточный административный округ,район Марфино,"улица Кашёнкин Луг, дом 2",37.6001178596203,55.8248573822035,пластик
"Искусственная дорожная неровность по адресу улица Клары Цеткин, дом 27",19645403,Северный административный округ,район Коптево,"улица Клары Цеткин, дом 27",37.5163340331445,55.8249405179231,пластик
"Искусственная дорожная неровность по адресу Сахалинская улица, дом 11",19645405,Восточный административный округ,район Гольяново,"Сахалинская улица, дом 11",37.8165974368109,55.8273253723002,пластик
"Искусственная дорожная неровность по адресу Ростокинская улица, дом 8",19645413,Северо-Восточный административный округ,район Ростокино,"Ростокинская улица, дом 8",37.6646176093841,55.8333570921588,пластик
"Искусственная дорожная неровность по адресу улица Василия Петушкова, дом 23, строение 2",19645423,Северо-Западный административный округ,район Южное Тушино,"улица Василия Петушкова, дом 23, строение 2",37.4046342803753,55.8395381417397,пластик
"Искусственная дорожная неровность по адресу улица Василия Петушкова, дом 23",19645425,Северо-Западный административный округ,район Южное Тушино,"улица Василия Петушкова, дом 23",37.4028318341139,55.8402625953558,пластик
"Искусственная дорожная неровность по адресу Отрадная улица, дом 1",19645460,Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 1",37.6040115910496,55.8590654660388,пластик
"Искусственная дорожная неровность по адресу улица Вилиса Лациса, дом 29, корпус 1, сооружение 4",19645465,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, дом 29, корпус 1, сооружение 4",37.4133129420644,55.8617060547954,пластик
"Искусственная дорожная неровность по адресу улица Санникова, дом 17, строение 2",19645467,Северо-Восточный административный округ,район Отрадное,"улица Санникова, дом 17, строение 2",37.599384109408,55.8629457826505,пластик
"Искусственная дорожная неровность по адресу улица Коминтерна, дом 16/5",19645475,Северо-Восточный административный округ,Бабушкинский район,"улица Коминтерна, дом 16/5",37.6792282744923,55.8639733570792,пластик
"Искусственная дорожная неровность по адресу Ленская улица, дом 21",19645483,Северо-Восточный административный округ,Бабушкинский район,"Ленская улица, дом 21",37.6585269392313,55.8675060593051,пластик
"Искусственная дорожная неровность по адресу улица Римского-Корсакова, дом 4",19645488,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 4",37.5917124896951,55.8702390630623,пластик
"Искусственная дорожная неровность 2 по адресу улица Римского-Корсакова, дом 10",19645497,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 10",37.5989465373382,55.8725527466733,пластик
"Искусственная дорожная неровность по адресу Полярная улица, дом 3, корпус 1",19645498,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 3, корпус 1",37.6373554706663,55.8730017046463,пластик
"Искусственная дорожная неровность по адресу 2-я Напрудная улица, дом 9",19645511,Северо-Восточный административный округ,Лосиноостровский район,"2-я Напрудная улица, дом 9",37.6882664805857,55.8781437018951,пластик
"Искусственная дорожная неровность по адресу улица Молодцова, дом 16А",19645513,Северо-Восточный административный округ,район Южное Медведково,"улица Молодцова, дом 16А",37.628638,55.879418,пластик
"Искусственная дорожная неровность по адресу Икшинская улица, дом 12",19645522,Северный административный округ,Дмитровский район,"Икшинская улица, дом 12",37.5372105066483,55.8858663878051,асфальт
"Искусственная дорожная неровность по адресу Новгородская улица, дом 5",19645542,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 5",37.576721,55.894223,пластик
"Искусственная дорожная неровность по адресу Новгородская улица, дом 9",19645544,Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 9",37.5798182338863,55.8954178749387,пластик
"Искусственная дорожная неровность по адресу Каргопольская улица, дом 13",19700086,Северо-Восточный административный округ,район Отрадное,"Каргопольская улица, дом 13",37.5930711951556,55.8646318348187,пластик
"Искусственная дорожная неровность по адресу Шенкурский проезд, дом 8",19700090,Северо-Восточный административный округ,район Бибирево,"Шенкурский проезд, дом 8",37.590991,55.893208,пластик
"Искусственная дорожная неровность по адресу Аргуновская улица, дом 12, строение 23",46564035,Северо-Восточный административный округ,Останкинский район,"Аргуновская улица, дом 12, строение 23",37.6203804379336,55.8175953769198,пластик
"Искусственная дорожная неровность на УДС 2-ого Ходынского проезда с привязкой к адресу Ходынский бульвар, дом 7",46565040,Северный административный округ,Хорошёвский район,"Ходынский бульвар, дом 7 ",37.529768,55.784872,пластик
"Искусственная дорожная неровность по адресу Большой Кисловский переулок между домом 4, строение 1 и домом 4, строение 2",55778449,Центральный административный округ,Пресненский район,"Большой Кисловский переулок между домом 4, строение 1 и домом 4, строение 2",37.606063,55.754106,пластик
"Искусственная дорожная неровность по адресу улица Плющиха, дом 39/40",55795772,Центральный административный округ,район Хамовники,"улица Плющиха, дом 39/40",37.576631,55.740073,пластик
"Искусственная дорожная неровность по адресу улица Тимура Фрунзе, дом 3",55801807,Центральный административный округ,район Хамовники,"улица Тимура Фрунзе, дом 3",37.591414,55.733008,пластик
"Искусственная дорожная неровность по адресу улица Талалихина, дом 20",55804312,Центральный административный округ,Таганский район,"улица Талалихина, дом 20",37.678386,55.734337,пластик
"Искусственная дорожная неровность по адресу переулок Чернышевского, дом 4, строение 1",55815272,Центральный административный округ,Тверской район,"переулок Чернышевского, дом 4, строение 1",37.608221,55.782291,пластик
"Искусственная дорожная неровность по адресу улица Верхняя Масловка, дом 26",55829209,Северный административный округ,Савёловский район,"Верхняя Масловка улица, дом 26",37.558917,55.797862,пластик
"Искусственная дорожная неровность по адресу улица Сальвадора Альенде, дом 6",55845919,Северный административный округ,район Сокол,"улица Сальвадора Альенде, дом 6",37.506313,55.795609,пластик
"Искусственная дорожная неровность по адресу улица Генерала Белова, дом 35",55970910,Южный административный округ,район Орехово-Борисово Южное,"улица Генерала Белова, дом 35",37.722923,55.610559,пластик
"Искусственная дорожная неровность на УДС улицы Церковная Горка с привязкой к адресу улица Кибальчича, дом 3А",56001470,Северо-Восточный административный округ,Алексеевский район,"улица Кибальчича, дом 3А",37.642112,55.818135,пластик
"Искусственная дорожная неровность по адресу Студеный проезд, дом 22-24",56030893,Северо-Восточный административный округ,район Северное Медведково,"Студеный проезд, дом 22-24",37.66658,55.89322,пластик
"Искусственная дорожная неровность по адресу Сухонская улица, дом 1-5",56033417,Северо-Восточный административный округ,район Северное Медведково,"Сухонская улица, дом 1-5",37.653011,55.87471,пластик
"Искусственная дорожная неровность по адресу улица Тихомирова, дом 10",56038154,Северо-Восточный административный округ,район Северное Медведково,"улица Тихомирова, дом 10",37.652504,55.885582,пластик
"Искусственная дорожная неровность по адресу улица Тихомирова, дом 8",56040659,Северо-Восточный административный округ,район Северное Медведково,"улица Тихомирова, дом 8",37.64885,55.885048,пластик
"Искусственная дорожная неровность по адресу улица Фонвизина, дом 5",56043047,Северо-Восточный административный округ,Бутырский район,"улица Фонвизина, дом 5",37.58327,55.820263,пластик
"Искусственная дорожная неровность на УДС Учинской улицы с привязкой к адресу улица Софьи Ковалевской, дом 18А",57285542,Северный административный округ,Дмитровский район,"улица Софьи Ковалевской, дом 18А",37.536461,55.887025,пластик
"Искусственная дорожная неровность по адресу проезд от Осташковской улицы до Староватутинского проезда с привязкой к адресу Осташковская улица, дом 7, корпус 6",57285562,Северо-Восточный административный округ,Бабушкинский район,"Осташковская улица, дом 7 - дом 7, корпус 6",37.677334,55.876237,пластик
"Искусственная дорожная неровность на УДС 5-го Новоостанкинского проезда с привязкой к адресу 3-я Новоостанкинская улица, дом 6",57286481,Северо-Восточный административный округ,Останкинский район,"3-я Новоостанкинская улица, дом 6 ",37.626503,55.817367,пластик
"Искусственная дорожная неровность на УДС улицы Авиаконструктора Яковлева с привязкой к адресу улица Усиевича, дом 31А",57286488,Северный административный округ,район Аэропорт,"улица Усиевича, дом 31А ",37.516087,55.807556,пластик
"Искусственная дорожная неровность по адресу улица Усиевича, дом 6",57287909,Северный административный округ,район Аэропорт,"улица Усиевича, дом 6",37.530834,55.804753,пластик
"Искусственная дорожная неровность по адресу Шипиловская улица, дом 53, корпус 2",171627997,Южный административный округ,район Зябликово,"Шипиловская улица, дом 53, корпус 2",37.745944,55.622022,пластик
"Искусственная дорожная неровность по адресу Ярославская улица, дом 14",171628001,Северо-Восточный административный округ,Алексеевский район,"Ярославская улица, дом 14",37.65013,55.82364,пластик
"Искусственная дорожная неровность по адресу Брошевский переулок, дом 21",277993873,Центральный административный округ,Таганский район,"Брошевский переулок, дом 21",37.672369,55.735521,пластик
"Искусственная дорожная неровность по адресу улица Декабристов, дом 29",323411293,Северо-Восточный административный округ,район Отрадное,"улица Декабристов, дом 29",37.610047,55.862505,пластик
"Искусственная дорожная неровность по адресу проезд Русанова, дом 31, корпус 2",628292548,Северо-Восточный административный округ,район Свиблово,"проезд Русанова, дом 31, корпус 2",37.63789,55.855812,пластик
"Искусственная дорожная неровность по адресу улица Седова, дом 12А",628292549,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",37.637828,55.854299,пластик
"Искусственная дорожная неровность по адресу улица Ротерта, дом 5",628292551,Северо-Восточный административный округ,Ярославский район,"улица Ротерта, дом 5",37.723907,55.873573,пластик
"Искусственная дорожная неровность на УДС улицы Проходчиков с привязкой к адресу Ярославское шоссе, дом 114, корпус 2",628292552,Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 114, корпус 2",37.70895192,55.86634483,пластик
"Искусственная дорожная неровность на УДС улицы Проходчиков с привязкой к адресу Ярославское шоссе, дом 118, корпус 4",628292553,Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 118, корпус 4",37.71243799,55.86833549,пластик
"Искусственная дорожная неровность по адресу улица Расковой, дом 14-17",628292556,Северный административный округ,район Беговой,"улица Расковой, дом 14-17",37.57517866,55.7854088,пластик
"Искусственная дорожная неровность по адресу Рогачёвский переулок, дом 3, строение 1",628292558,Северный административный округ,Бескудниковский район,"Рогачёвский переулок, дом 3, строение 1",37.55192482,55.8681579,пластик
"Искусственная дорожная неровность Юннатов улица, дом 1",628292566,Северный административный округ,Савёловский район," Юннатов улица, дом 1",37.56411624,55.7974783,пластик
"Искусственная дорожная неровность по адресу Дубнинская улица, дом 20, корпус 1",628293544,Северный административный округ,район Восточное Дегунино,"Дубнинская улица, дом 20, корпус 1",37.56022448,55.87153586,пластик
"Искусственная дорожная неровность по адресу Волгоградский проспект, дом 164, корпус 2",628293547,Юго-Восточный административный округ,район Выхино-Жулебино,"Волгоградский проспект, дом 164, корпус 2",37.80863269,55.69386077,пластик
"Искусственная дорожная неровность по адресу Волгоградский проспект, дом 168, строение 4",628293549,Юго-Восточный административный округ,район Выхино-Жулебино,"Волгоградский проспект, дом 168, строение 4",37.80902222,55.69083039,пластик
"Искусственная дорожная неровность по адресу Марьинский бульвар, дом 5",628293555,Юго-Восточный административный округ,район Марьино,"Марьинский бульвар, дом 5",37.75081697,55.64907244,пластик
"Искусственная дорожная неровность по адресу Марьинский бульвар, дом 8",628293557,Юго-Восточный административный округ,район Марьино,"Марьинский бульвар, дом 8",37.76267695,55.65160955,пластик
"Искусственная дорожная неровность по адресу Марьинский бульвар, дом 9",628293559,Юго-Восточный административный округ,район Марьино,"Марьинский бульвар, дом 9",37.76188949,55.65226616,пластик
"Искусственная дорожная неровность по адресу Новочеркасский бульвар, дом 41, корпус 7",628293560,Юго-Восточный административный округ,район Марьино,"Новочеркасский бульвар, дом 41, корпус 7",37.73733733,55.64771942,пластик
"Искусственная дорожная неровность по адресу Боровая улица, дом 7 (10к1-к2)",628293569,Юго-Восточный административный округ,район Лефортово,"Боровая улица, дом 7",37.71447206,55.77123758,пластик
"Искусственная дорожная неровность по адресу улица Васильцовский Стан, дом 10, корпус 1",628293573,Юго-Восточный административный округ,Рязанский район,"улица Васильцовский Стан, дом 10, корпус 1",37.75347896,55.71619847,пластик
"Искусственная дорожная неровность по адресу улица Васильцовский Стан, дом 9",628293574,Юго-Восточный административный округ,Рязанский район,"улица Васильцовский Стан, дом 9",37.75115237,55.71544424,пластик
"Искусственная дорожная неровность по адресу улица Артюхиной, дом 6, корпус 2",628293575,Юго-Восточный административный округ,район Текстильщики,"улица Артюхиной, дом 6, корпус 2",37.7371165,55.70237528,пластик
"Искусственная дорожная неровность по адресу Средняя Первомайская улица, дом 13",628293579,Восточный административный округ,район Восточное Измайлово,"Средняя Первомайская улица, дом 13",37.807883,55.795517,пластик
"Искусственная дорожная неровность по адресу Средняя Первомайская улица, дом 15",628293580,Восточный административный округ,район Восточное Измайлово,"Средняя Первомайская улица, дом 15",37.807883,55.795517,пластик
"Искусственная дорожная неровность по адресу улица Чечулина, дом 14",628293586,Восточный административный округ,район Ивановское,"улица Чечулина, дом 14 ",37.82507211,55.78001018,пластик
"Искусственная дорожная неровность по адресу Новокосинская улица, дом 36",628293587,Восточный административный округ,район Новокосино,"Новокосинская улица, дом 36",37.8691996,55.74287382,пластик
"Искусственная дорожная неровность по адресу улица Бирюсинка, дом 13 корпус 1",628293588,Восточный административный округ,район Гольяново,"улица Бирюсинка, дом 13 корпус 1",37.78092835,55.81170784,пластик
"Искусственная дорожная неровность по адресу Салтыковская улица, дом 41",628293592,Восточный административный округ,район Новокосино,"Салтыковская улица, дом 41",37.87918606,55.74251434,пластик
"Искусственная дорожная неровность по адресу Напольный проезд, дом 12",628293594,Восточный административный округ,район Ивановское,"Напольный проезд, дом 12",37.82790681,55.75752716,пластик
"Искусственная дорожная неровность по адресу Строгинский бульвар, дом 15",628293595,Северо-Западный административный округ,район Строгино,"Строгинский бульвар, дом 15",37.4029173,55.80398777,пластик
"Искусственная дорожная неровность по адресу Строгинский бульвар, дом 5",628293596,Северо-Западный административный округ,район Строгино,"Строгинский бульвар, дом 5",37.39887311,55.80485075,пластик
"Искусственная дорожная неровность по адресу Строгинский бульвар, дом 22",628293597,Северо-Западный административный округ,район Строгино,"Строгинский бульвар, дом 22",37.40246447,55.80358938,пластик
"Искусственная дорожная неровность по адресу улица Исаковского, дом 24, корпус 1",628293599,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 24, корпус 1",37.41429376,55.81031299,пластик
"Искусственная дорожная неровность по адресу улица Исаковского, дом 2, корпус 1",628293600,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 2, корпус 1",37.39480448,55.81903392,пластик
"Искусственная дорожная неровность по адресу улица Таллинская, дом 13-17",628293601,Северо-Западный административный округ,район Строгино,"улица Таллинская, дом 13",37.40165552,55.79961923,пластик
"Искусственная дорожная неровность по адресу улица Таллинская, дом 16-20",628293602,Северо-Западный административный округ,район Строгино,"улица Таллинская, дом 16",37.40207158,55.79926534,пластик
