global_id,Name,BalanceHolder,AdmArea,District,Address,lon,lat
2566160457,"Станция №2, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Замоскворечье,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 18, строение 3",37.63573,55.73453
2566160494,"Станция №71, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Таганский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Большие Каменщики, дом 6, строение 1",37.65551,55.73631
2566160642,"Станция №72, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Таганский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Большие Каменщики, дом 6, строение 1А",37.655608,55.736211
2566178202,"Станция №73, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Европы, дом 1А",37.571088,55.743311
2566178211,"Станция №74, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Европы, дом 1А",37.570948,55.743153
2566178212,"Станция №75, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Европы, дом 1А",37.571189,55.743406
2566178213,"Станция №78, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Беговой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, улица Авиаконструктора Сухого, дом 1А, строение 1",37.542159,55.785205
2566178214,"Станция №79, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Восточный административный округ,Бабушкинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Менжинского, дом 23, корпус 1",37.662035,55.869758
2566178215,"Станция №80, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,район Люблино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Цимлянская улица, дом 7, строение 4",37.767375,55.668741
2566178216,"Станция №81, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Восточный административный округ,район Бибирево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Алтуфьевское шоссе, дом 82, строение 2",37.587709,55.895734
2566178218,"Станция №82, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Чертаново Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 141Г",37.602059,55.591374
2566178219,"Станция №83, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Раменки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кедрова, дом 26/22",37.502967,55.698007
2566178220,"Станция №84, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Тропарёво-Никулино,"город Москва, улица Покрышкина, дом 4",37.48057,55.665026
2566178222,"Станция №86, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 7",37.571871,55.567275
2566178223,"Станция №87, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,район Южное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Адмирала Руднева, дом 2",37.524907,55.544367
2566178224,"Станция №88, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 19",37.858407,55.739714
2566178227,"Станция №90, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,район Люблино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Новороссийская улица, дом 24, корпус 1",37.758256,55.67495
2566178229,"Станция №92, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,Можайский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 5, корпус 4",37.39953,55.71849
2566178230,"Станция №93, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, з/у 2",37.568791,55.744534
2566178231,"Станция №94, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, з/у 1",37.568885,55.744683
2566178232,"Станция №95, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,Южнопортовый район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Петра Романова, дом 9",37.682267,55.707937
2566178233,"Станция №96, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, Жулебинская улица, дом 16",37.852427,55.696598
2566178235,"Станция №97, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Свободный проспект, дом 35А",37.81696,55.75059
2566178237,"Станция №99, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Западный административный округ,район Южное Тушино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, бульвар Яна Райниса, дом 1",37.437701,55.850325
2566178238,"Станция №101, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Восточный административный округ,Останкинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 96, строение 6",37.63694,55.80964
2566178239,"Станция №102, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, шоссе Энтузиастов, дом 54",37.825707,55.774138
2566178240,"Станция №104, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,Рязанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Рязанский проспект, дом 30, корпус 2",37.78481,55.71838
2566178241,"Станция №105, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Аэропорт,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица Верхняя Масловка, дом 11",37.563087,55.792485
2566178242,"Станция №107, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 1-й Автозаводский проезд, дом 5",37.657506,55.704458
2566178244,"Станция №108, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Восточный административный округ,район Лефортово,"город Москва, 1-я улица Энтузиастов, дом 3, строение 3",37.693496,55.747924
2566178245,"Станция №109, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Филёвский Парк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 5А, корпус 1",37.508764,55.754877
2566178246,"Станция №111, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Западный административный округ,район Щукино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Авиационная улица, дом 66",37.46091,55.80955
2566178247,"Станция №112, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица Покрышкина, дом 5",37.46979,55.66477
2566178248,"Станция №114, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Хорошёвский район,"город Москва, Хорошёвское шоссе, дом 7, строение 2",37.53766,55.774572
2566178249,"Станция №126, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, улица Конструктора Лукина, дом 14, строение 1",37.15795,56.007824
2566178250,"Станция №129, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, улица Конструктора Лукина, дом 14, строение 1",37.158764,56.007509
2566178251,"Станция №130, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 5",37.661939,55.708811
2566178253,"Станция №140, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Восточный административный округ,Останкинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 119, строение 70",37.6371,55.830935
2566178254,"Станция №159, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Тверской район,"город Москва, Леонтьевский переулок, дом 25",37.60689,55.7618
2566178255,"Станция №162, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Щепкина, дом 3, строение 3",37.62879,55.77422
2566178256,"Станция №164, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Верземнека, дом 6",37.629238,55.791388
2566178257,"Станция №180, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Якиманка,"город Москва, Якиманский переулок, дом 6, строение 1",37.609583,55.7335
2566178258,"Станция №181, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Якиманка,"город Москва, Якиманский переулок, дом 6, строение 1",37.609596,55.733539
2566178259,"Станция №192, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Хамовники,"город Москва, Олсуфьевский переулок, дом 10, строение 1",37.578912,55.733981
2566178260,"Станция №193, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Хамовники,"город Москва, Олсуфьевский переулок, дом 10, строение 1",37.579011,55.733909
2566178261,"Станция №195, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Большой Казённый переулок, дом 6, строение 1",37.655039,55.760043
2566178263,"Станция №218, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Щепкина, дом 49А",37.629212,55.782772
2566178264,"Станция №230, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,Ломоносовский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Академика Пилюгина, дом 8, корпус 2",37.541126,55.670519
2566178265,"Станция №231, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,Обручевский район,"город Москва, улица Островитянова, дом 9, корпус 1, строение 1",37.49632,55.64313
2566641711,"Станция №232, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Восточный административный округ,Алексеевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Космонавтов, дом 10, корпус 1",37.65031,55.82108
2566641713,"Станция №233, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Западный административный округ,район Покровское-Стрешнево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, улица Свободы, дом 6/3",37.45212,55.82572
2566641714,"Станция №234, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Ховрино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, улица Ляпидевского, дом 2",37.49814,55.854737
2566641715,"Станция №235, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Левобережный,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Валдайский проезд, дом 6",37.46804,55.86512
2566641717,"Станция №237, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Савёловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Полтавская улица, дом 6",37.57355,55.79558
2566641718,"Станция №238, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Аэропорт,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица Усиевича, дом 29, строение 2",37.51932,55.8066
2566641719,"Станция №239, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Хорошёвский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, 4-я Магистральная улица, дом 11",37.51679,55.770304
2566641720,"Станция №240, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Западный административный округ,район Щукино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Расплетина, дом 22, корпус 1",37.483363,55.794307
2566641721,"Станция №241, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Войковский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, улица Адмирала Макарова, дом 10, строение 1",37.48825,55.83754
2566641722,"Станция №242, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Головинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Ленинградское шоссе, дом 58, корпус 17",37.482372,55.844093
2566641723,"Станция №244, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северо-Западный административный округ,район Строгино,"город Москва, Таллинская улица, дом 19, корпус 1, строение 1",37.404253,55.799892
2566641724,"Станция №245, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Кунцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Бобруйская улица, дом 3",37.40259,55.73571
2566641725,"Станция №246, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Крылатское,"город Москва, улица Крылатские Холмы, дом 33, корпус 1, строение 1",37.419579,55.757423
2566641726,"Станция №248, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трифоновская улица, дом 49",37.62737,55.78891
2566641727,"Станция №251, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Хомутовский тупик, дом 4, корпус 1",37.65454,55.76648
2566641728,"Станция №254, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Плющиха, дом 42",37.577222,55.741838
2566641730,"Станция №255, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Сокол,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, улица Алабяна, дом 19, корпус 1",37.50303,55.79877
2566641731,"Станция №256, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Беговой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Скаковая улица, дом 34, корпус 1",37.5729,55.77747
2566641732,"Станция №257, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,район Сокол,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, улица Зорге, дом 28, корпус 1",37.506559,55.791516
2566641733,"Станция №258, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Войковский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, улица Зои и Александра Космодемьянских, дом 11-15, строение 1А",37.51402,55.821959
2566641734,"Станция №259, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Северный административный округ,Тимирязевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, проезд Соломенной Сторожки, дом 12",37.562728,55.808248
2566641735,"Станция №260, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Раменки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Пырьева, дом 5А",37.526749,55.725636
2566641736,"Станция №262, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Раменки,"город Москва, поселение Вороновское, территория СНТ ""Дружба-ЗИО"", владение 19, строение 1",37.522314,55.712587
2566641737,"Станция №263, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Западный административный округ,район Проспект Вернадского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 5, корпус 3",37.516517,55.672407
2566641738,"Станция №264, 50 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,Донской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 36",37.585595,55.709411
2566641739,"Станция №265, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,Академический район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кедрова, дом 4, корпус 1",37.56405,55.68644
2566641741,"Станция №266, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,Академический район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Новочерёмушкинская улица, дом 23, корпус 1",37.579322,55.68157
2566641742,"Станция №267, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,район Котловка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, улица Дмитрия Ульянова, дом 51",37.596053,55.680386
2566641743,"Станция №268, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,район Черёмушки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Севастопольский проспект, дом 28Г",37.577133,55.664352
2566641744,"Станция №269, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Юго-Западный административный округ,район Зюзино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Одесская улица, дом 6, строение 4",37.59513,55.66016
2566641746,"Станция №271, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,Донской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Загородное шоссе, дом 9, корпус 3",37.60789,55.69395
2566641747,"Станция №273, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Нагатино-Садовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, 1-й Нагатинский проезд, дом 11, корпус 3",37.632887,55.677053
2566641748,"Станция №274, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Нагатино-Садовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, проспект Андропова, дом 42, корпус 1",37.66172,55.67149
2566641749,"Станция №275, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Нагатинский Затон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Нагатинская набережная, дом 56",37.68876,55.69068
2566641750,"Станция №276, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Нагатинский Затон,"город Москва, улица Новинки, дом 27, строение 1",37.67639,55.67627
2566641751,"Станция №277, 22 кВт",Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы,Южный административный округ,район Нагатинский Затон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 40",37.67356,55.686505
