ID,global_id,Name,ShortName,AdmArea,District,Address,Owner,TestDate,lon,lat
16,25792131,Автомобильная заправочная станция «ДЭКа-ОЙЛ» на 58-м километре Калужского шоссе,Автомобильная заправочная станция «ДЭКа-ОЙЛ» на 58-м километре Калужского шоссе,Троицкий административный округ,поселение Вороновское,58-й километр Калужского шоссе,ООО «ДЭКа-ОЙЛ»,14.05.2015,37.172439523,55.343229037
17,25797283,Автомобильная заправочная станция «НефтеХим Нафта» на 41-м километре Калужского шоссе,АЗС «НефтеХим Нафта» на 41-м километре Калужского шоссе,Троицкий административный округ,поселение Троицк,41-й километр Калужского шоссе,ООО «НефтеХим Нафта»,19.05.2015,37.299622258,55.466529149
18,25797951,"Автомобильная заправочная станция «Зинкин А.Д.» в Зеленограде, на проезде 4807, строение 6","АЗС «Зинкин А.Д.» в Зеленограде, на проезде 4807, строение 6",Зеленоградский административный округ,район Савёлки,"Зеленоград, проезд 4807, строение 6",ИП Зинкин А.Д.,20.05.2015,37.257993959,55.979719171
20,25800062,"Автомобильная заправочная станция «Ресурс-Трейдинг» на Южнопортовой улице, дом 17Д","АЗС «Ресурс-Трейдинг» на Южнопортовой улице, дом 17Д",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, дом 17Д",ООО «Ресурс-Трейдинг»,26.05.2015,37.702890764,55.704308594
24,61428545,Автомобильная заправочная станция «Трасса» на 57-й километре Киевского шоссе,АЗС «Трасса» на 57-й километре Киевского шоссе,Троицкий административный округ,поселение Киевский,57-й километр Киевского шоссе,ООО «Трасса»,10.11.2015,36.93079754,55.471576448
26,61429466,"Автомобильная заправочная станция «Рэчэлл» на шоссе Пятницком, дом 2","АЗС «Рэчэлл» на шоссе Пятницком, дом 2",Северо-Западный административный округ,район Митино,"шоссе Пятницкое, дом 2",ООО «Рэчэлл»,19.11.2015,37.389048248,55.835045937
35,171586220,Автомобильная заправочная станция ИП Плуталова Ю.А. в поселении Вороновское,АЗС ИП Плуталова Ю.А. в поселении Вороновское,Троицкий административный округ,поселение Вороновское,"поселение Вороновское, ЛМС",ИП Плуталова Ю.А.,05.04.2016,37.187116868,55.323577412
30,282547089,Автомобильная заправочная станция «ИП Сорокин А.В.» на 57-м километре Киевского шоссе,АЗС «ИП Сорокин А.В.» на 57-м километре Киевского шоссе,Троицкий административный округ,поселение Новофедоровское,57-й километр Киевского шоссе,ИП Сорокин А.В. под брендом Энерджи,13.06.2017,36.930755747,55.471612995
31,282547426,"Автомобильная заправочная станция «Компания ЖИГУЛИ» на Шоссейной улице, владение 88","АЗС «Компания ЖИГУЛИ» на Шоссейной улице, владение 88",Юго-Восточный административный округ,район Печатники,"Шоссейная улица, владение 88",ООО «Компания ЖИГУЛИ»,29.11.2016,37.7198169,55.666522446
32,642053791,"Автомобильная заправочная станция «СГС Петролеум» на Мелитопольской улице, дом 7","АЗС «СГС Петролеум» на Мелитопольской улице, дом 7",Южный административный округ,район Бирюлёво Западное,"Мелитопольская улица, дом 7",«СГС Петролеум»,23.08.2017,37.628833181,55.586277988
33,889967961,"Автомобильная заправочная станция «Инвест Капитал» на Симферопольском шоссе, д. 23","Автомобильная заправочная станция «Инвест Капитал» на Симферопольском шоссе, д. 23",Южный административный округ,район Чертаново Южное,"Симферопольское шоссе, д. 23",ООО «Инвест Капитал»,03.07.2018,37.602186309,55.569692819
34,905397008,"Автомобильная заправочная станция «ТиСа» на Шипиловской улице, д. 28","АЗС «ТиСа» на Шипиловской улице, д. 28",Южный административный округ,район Орехово-Борисово Северное,"Шипиловская улица, д. 28",ООО «ТиСа»,14.11.2018,37.714700761,55.619359241
27,1011673957,Автомобильная заправочная станция «ИП Чабанов А.А.» на 34-м км Киевского шоссе,АЗC «ИП Чабанов А.А.» на 34-м км Киевского шоссе,Новомосковский административный округ,поселение Марушкинское,34-й км Киевского шоссе,ИП Чабанов А.А.,16.08.2019,37.23768942,55.579021862
28,1011674116,"Автомобильная заправочная станция «Нефтегазкомплект» на 26-м километре Московской кольцевой автомобильной дороги, владение 10","АЗC «Нефтегазкомплект» на 26-м километре Московской кольцевой автомобильной дороги, владение 10",Южный административный округ,район Бирюлёво Восточное,"26-й километр Московской кольцевой автомобильной дороги, владение 10",ООО «Нефтегазкомплект»,30.08.2019,37.706738028,55.583724529
29,1139074964,"Автомобильная заправочная станция «ЕКА» на Варшавском шоссе, дом 148А","АЗС «ЕКА» на Варшавском шоссе, дом 148А",Южный административный округ,район Чертаново Южное,"Варшавское шоссе, дом 148А",ООО ТК «ЕКА»,16.04.2021,37.603693314,55.60108367
14,4539435,Автомобильный заправочный комплекс № 1 «РН-Москва»,АЗК № 1 «РН-Москва»,Северо-Восточный административный округ,район Отрадное,"улица Декабристов, дом 47Б",ОАО «РН-Москва»,04.04.2013,37.623636836,55.858348644
15,4539436,Автомобильный заправочный комплекс № 11 «РН-Москва»,АЗК № 11 «РН-Москва»,Северный административный округ,Бескудниковский район,"Дубнинская улица, дом 52",ОАО «РН-Москва»,04.04.2013,37.553284632,55.896976741
16,4539437,"Автомобильная заправочная станция «Альфа-Петрол М» на Ясеневой улице, дом 13А","АЗС «Альфа-Петрол М» на Ясеневой улице, дом 13А",Южный административный округ,район Орехово-Борисово Южное,"Ясеневая улица, дом 13А",ООО «Альфа-Петрол М»,09.04.2013,37.725173521,55.602283341
19,4539438,Автомобильная заправочная станция № 18 «ЕКА-АЗС»,АЗС № 18 «ЕКА-АЗС»,Северный административный округ,район Сокол,"улица Панфилова, владение 2",ООО «ЕКА-АЗС»,10.04.2013,37.500852903,55.79859734
20,4539439,Автомобильный заправочный комплекс № 57 «РН-Москва»,АЗК № 57 «РН-Москва»,Юго-Восточный административный округ,Рязанский район,"Рязанский проспект, владение 26, корпус 2",ОАО «РН-Москва»,11.04.2013,37.777492911,55.719633634
21,4539440,Автомобильный заправочный комплекс № 42 «РН-Москва»,АЗК № 42 «РН-Москва»,Восточный административный округ,район Новокосино,"5-й километр Московской Кольцевой Автодороги, владение 6",ОАО «РН-Москва»,11.04.2013,37.840322787,55.738752958
25,4539441,Автомобильный заправочный комплекс № 35 «РН-Москва»,АЗК № 35 «РН-Москва»,Юго-Восточный административный округ,район Выхино-Жулебино,9-й километр Московской Кольцевой Автодороги,ОАО «РН-Москва»,23.04.2013,37.829842142,55.699815626
26,4539442,Автомобильная заправочная станция № 4 «Транс АЗС»,АЗС № 4 «Транс АЗС»,Юго-Восточный административный округ,Рязанский район,"Рязанский проспект, владение 14, строение 4",ЗАО «Транс АЗС»,24.04.2013,37.763432493,55.724371606
36,4539443,Автомобильный заправочный комплекс № 4 «Валар»,АЗК № 4 «Валар»,Восточный административный округ,район Гольяново,"Монтажная улица, дом 3А,строение 1",ООО «Валар»,21.05.2013,37.769066844,55.817619434
38,4539444,"Автомобильная заправочная станция «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26","АЗС «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26",Юго-Восточный административный округ,Южнопортовый район,"Волгоградский проспект, владение 26",ООО «ТД «Нефтьмагистраль»,22.05.2013,37.679158219,55.727399406
39,4539445,"Автомобильная заправочная станция «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1","АЗС «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1",Юго-Западный административный округ,район Ясенево,"39-й километр Московской Кольцевой Автодороги, владение 1, строение 1",ООО «Валар»,26.05.2013,37.507306387,55.59798008
45,4539446,"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40","АЗС «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40",Северо-Восточный административный округ,район Свиблово,"Сельскохозяйственная улица, владение 40",ОАО «ТК «Новаторрус-Инвест»,25.06.2013,37.436159316,55.678144384
47,4539447,Автомобильная заправочная станция № 23 «Транс АЗС»,АЗС № 23 «Транс АЗС»,Восточный административный округ,район Ивановское,"1-й километр Московской Кольцевой Автодороги, строение 2А",ЗАО «Транс АЗС»,12.07.2013,37.84228104,55.775316384
52,4539448,"Автомобильная заправочная станция «САГАН» на Симферопольском шоссе, дом 9","АЗС «САГАН» на Симферопольском шоссе, дом 9",Новомосковский административный округ,поселение Щербинка,"Симферопольское шоссе, дом 9",ООО «САГАН»,08.08.2013,37.562133135,55.507169411
1,4539449,Автомобильная заправочная станция № 450 «ЕТ-АЗС»,АЗС № 450 «ЕТ-АЗС»,Северо-Восточный административный округ,район Северное Медведково,"Полярная улица, владение 37В",ООО «ЕТ-АЗС»,22.01.2013,37.645021333,55.890456812
3,4539450,Автомобильная заправочная станция № 14 «ТК Нефтепродуктсервис»,АЗС № 14 «ТК Нефтепродуктсервис»,Северо-Восточный административный округ,район Северное Медведково,"Осташковская улица, владение 18А",ООО «ТК Нефтепродуктсервис»,25.02.2013,37.677154346,55.885477897
5,4539451,Автомобильная заправочная станция № 4 «Сокол»,АЗС № 4 «Сокол»,Юго-Западный административный округ,район Ясенево,39-й километр Московской Кольцевой Автодороги,ООО «Сокол»,26.02.2013,37.502687094,55.599601517
6,4539452,Автомобильная заправочная станция № 3 «ТК НИКОЙЛ»,АЗС № 3 «ТК НИКОЙЛ»,Юго-Западный административный округ,район Северное Бутово,"улица Поляны, владение 12",ООО «ТК НИКОЙЛ»,14.03.2013,37.555990431,55.563991008
11,4539453,Автомобильная заправочная станция № 28 «ЕКА-АЗС»,АЗС № 28 «ЕКА-АЗС»,Юго-Западный административный округ,район Зюзино,"Балаклавский проспект, дом 30",ООО «ЕКА-АЗС»,21.03.2013,37.586002882,55.644136874
17,4539454,Многофункциональная автомобильная заправочная станция № 9 «НГК «Интеройл»,МАЗС № 9 «НГК «Интеройл»,Северо-Западный административный округ,район Митино,"улица Зенитчиков, дом 7",ООО «НГК «Интеройл»,09.04.2013,37.348160625,55.83464643
22,4539455,Автомобильный заправочный комплекс № 43 «РН-Москва»,АЗК № 43 «РН-Москва»,Юго-Восточный административный округ,район Выхино-Жулебино,"8-й километр Московской Кольцевой Автодороги, владение 2",ОАО «РН-Москва»,11.04.2013,37.837069712,55.714586745
23,4539456,Автомобильная заправочная станция № 98 «Газпромнефть-Центр»,АЗС № 98 «Газпромнефть-Центр»,Северный административный округ,район Аэропорт,"Ленинградский проспект, владение 45А",ООО «Газпромнефть-Центр»,17.04.2013,37.534813255,55.798567555
27,4539457,"Автомобильная заправочная станция «Шелл Нефть» на Волгоградском проспекте, владение 79","АЗС «Шелл Нефть» на Волгоградском проспекте, владение 79",Юго-Восточный административный округ,район Текстильщики,"Волгоградский проспект, владение 79",ООО «Шелл Нефть»,26.04.2013,37.74443319,55.708732637
29,4539458,Автомобильная заправочная станция № 116 «Валар»,АЗС № 116 «Валар»,Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 5А",ООО «Валар»,14.05.2013,37.509849937,55.751312197
31,4539459,Автомобильный заправочный комплекс № 5 «Валар»,АЗК № 5 «Валар»,Юго-Западный административный округ,район Северное Бутово,"Куликовская улица, дом 2, строение 1",ООО «Валар»,14.05.2013,37.569626009,55.577634382
33,4539460,Автомобильная заправочная станция № 16 «Валар»,АЗС № 16 «Валар»,Новомосковский административный округ,поселение Сосенское,36-й километр Калужского шоссе,ООО «Валар»,16.05.2013,37.331167099,55.497206082
34,4539461,Автомобильный заправочный комплекс № 8 «Валар»,АЗК № 8 «Валар»,Восточный административный округ,район Богородское,"улица Богородский Вал, дом 3А, строение 1",ООО «Валар»,21.05.2013,37.706228701,55.803436984
35,4539462,Автомобильный заправочный комплекс № 9 «Валар»,АЗК № 9 «Валар»,Восточный административный округ,район Богородское,"Открытое шоссе, дом 14Г, строение 1",ООО «Валар»,21.05.2013,37.73783065,55.814153559
42,4539463,"Автомобильная заправочная станция «Механизация-2» на Южнопортовой улице, дом 17Б","АЗС «Механизация-2» на Южнопортовой улице, дом 17Б",Юго-Восточный административный округ,район Печатники,"Южнопортовая улица, дом 17Б",ОАО «Механизация-2»,11.06.2013,37.704265313,55.704033286
44,4539464,Автомобильная заправочная станция № 777 «ТК «Новаторрус-Инвест»,АЗС № 777 «ТК «Новаторрус-Инвест»,Юго-Восточный административный округ,район Печатники,"Шоссейная улица, дом 1, владение 10",ОАО «ТК «Новаторрус-Инвест»,25.06.2013,37.727229499,55.70946007
46,4539465,"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47","АЗС «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47",Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, владение 47",ОАО «ТК «Новаторрус-Инвест»,25.06.2013,37.687162299,55.859398522
49,4539466,"Автомобильная заправочная станция «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1","АЗС «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1",Юго-Восточный административный округ,Рязанский район,"Волжский бульвар, дом 53, владение 1",ООО «Галерея ВИП ТУР»,01.08.2017,37.765630926,55.693323223
50,4539467,"Автомобильный заправочный комплекс «ТНК-Столица» на Рябиновой улице, владение 56","АЗК «ТНК-Столица» на Рябиновой улице, владение 56",Западный административный округ,район Очаково-Матвеевское,"Рябиновая улица, владение 56",ОАО «ТНК-Столица»,06.08.2013,37.430901906,55.670551294
53,4539468,Автомобильная заправочная станция «ВэСКа» на 78-м километре Московской Кольцевой Автодороги,АЗС «ВэСКа» на 78-м километре Московской Кольцевой Автодороги,Северный административный округ,район Западное Дегунино,78-й километр Московской Кольцевой Автодороги,ООО «ВэСКа»,12.08.2013,37.488375059,55.88951399
58,4539469,"Автомобильная заправочная станция № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22","АЗС № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22",Восточный административный округ,район Богородское,"Краснобогатырская улица, владение 22",ООО «Сервис ФСП»,20.05.2014,37.698232341,55.811990354
59,4539470,"Автомобильная заправочная станция «ТНК-Столица» на Юрловском проезде, владение 8-12","АЗС «ТНК-Столица» на Юрловском проезде, владение 8-12",Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, владение 8-12",ОАО «ТНК-Столица»,02.09.2013,37.62303446,55.868762691
61,4539471,"Автомобильная заправочная станция «Альфа-Петрол-Л» на Анадырском проезде, владение 20","АЗС «Альфа-Петрол-Л» на Анадырском проезде, владение 20",Северо-Восточный административный округ,Лосиноостровский район,"Анадырский проезд, владение 20",ООО «Альфа-Петрол-Л»,10.11.2017,37.712894784,55.881856413
63,4539472,"Автомобильная заправочная станция «Софразвитие» на Рябиновой улице, дом 67, сооружение 1","АЗС «Софразвитие» на Рябиновой улице, дом 67, сооружение 1",Западный административный округ,район Очаково-Матвеевское,"Рябиновая улица, дом 67, сооружение 1",ООО «Софразвитие»,10.09.2013,37.436170258,55.678157784
72,4539473,Автомобильная заправочная станция № 83 «Валар»,АЗС № 83 «Валар»,Центральный административный округ,район Хамовники,"улица Хамовнический Вал, владение 40, строение 1",ООО «Валар»,15.10.2013,37.549963943,55.727191201
75,4539474,Автомобильная заправочная станция № 1 «Меркурий»,АЗС № 1 «Меркурий»,Северо-Западный административный округ,район Покровское-Стрешнево,"Волоколамское шоссе, дом 132",ЗАО фирма «Меркурий»,07.11.2013,37.400483178,55.832316111
80,4539475,Автомобильная заправочная станция № 12 «Компания ТРАССА»,АЗС № 12 «Компания ТРАССА»,Новомосковский административный округ,поселение Внуковское,деревня Рассказовка,ООО «Компания ТРАССА»,14.04.2017,37.323510364,55.631960083
86,4539476,"Автомобильная заправочная станция «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги, владение 7","АЗС «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги, владение 7",Южный административный округ,район Чертаново Южное,"32-й километр Московской Кольцевой Автодороги, владение 7",ООО «АВИС-АМ»,14.11.2017,37.60465412,55.574991233
87,4539477,Многофункциональный автомобильный заправочный комплекс «Бутово» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Бутово» «Петрол Комплекс Эквипмент Кампани»,Юго-Западный административный округ,район Северное Бутово,"Старобитцевская улица, дом 2, строение 1",ЗАО «Петрол Комплекс Эквипмент Кампани»,30.01.2014,37.59188503,55.568406461
91,4539478,"Автомобильная заправочная станция «Приоритет» на улице Академика Ильюшина, дом 19Б","АЗС «Приоритет» на улице Академика Ильюшина, дом 19Б",Северный административный округ,район Аэропорт,"улица Академика Ильюшина, дом 19Б",ЗАО КХК «Приоритет»,25.02.2014,37.547987062,55.807004295
93,4539479,Автомобильная заправочная станция № 49 «Татнефть-АЗС-Запад»,АЗС № 49 «Татнефть-АЗС-Запад»,Западный административный округ,Можайский район,"улица Красных Зорь, строение 12",ООО «Татнефть-АЗС-Запад»,04.03.2014,37.426372804,55.726533635
98,4539480,Многофункциональный автомобильный заправочный комплекс «Северянин» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Северянин» «Петрол Комплекс Эквипмент Кампани»,Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, владение 3, строение 2",ЗАО «Петрол Комплекс Эквипмент Кампани»,05.03.2014,37.67661929,55.851750788
101,4539481,Автомобильная заправочная станция № 234 «Татнефть-АЗС-Запад»,АЗС № 234 «Татнефть-АЗС-Запад»,Юго-Восточный административный округ,район Печатники,"2-я улица Машиностроения, владение 8",ООО «Татнефть-АЗС-Запад»,06.03.2014,37.684313527,55.716086824
103,4539482,Автомобильная заправочная станция № 246 «Татнефть-АЗС-Запад»,АЗС № 246 «Татнефть-АЗС-Запад»,Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, владение 2",ООО «Татнефть-АЗС-Запад»,06.03.2014,37.727882551,55.729742392
104,4539483,Автомобильная заправочная станция № 122 «Валар»,АЗС № 122 «Валар»,Западный административный округ,Можайский район,"Можайское шоссе, владение 58",ООО «Валар»,11.03.2014,37.396399697,55.715466504
105,4539484,Многофункциональный автомобильный заправочный комплекс «Спасская» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Спасская» «Петрол Комплекс Эквипмент Кампани»,Северо-Западный административный округ,район Строгино,"65-й километр Московской Кольцевой Автодороги, владение 1",ЗАО «Петрол Комплекс Эквипмент Кампани»,11.03.2014,37.387141273,55.81223743
109,4539485,Автомобильная заправочная станция № 82 «Татнефть-АЗС-Запад»,АЗС № 82 «Татнефть-АЗС-Запад»,Восточный административный округ,район Ивановское,"1-й километр Московской Кольцевой Автодороги, владение 2",ООО «Татнефть-АЗС-Запад»,12.03.2014,37.842285524,55.767508943
110,4539486,Автомобильная заправочная станция № 84 «Татнефть-АЗС-Запад»,АЗС № 84 «Татнефть-АЗС-Запад»,Восточный административный округ,район Ивановское,"шоссе Энтузиастов, дом 92Г",ООО «Татнефть-АЗС-Запад»,12.03.2014,37.821316963,55.771406407
112,4539487,Многофункциональный автомобильный заправочный комплекс «Котловка» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Котловка» «Петрол Комплекс Эквипмент Кампани»,Юго-Западный административный округ,район Котловка,"Севастопольский проспект, дом 8",ЗАО «Петрол Комплекс Эквипмент Кампани»,13.03.2014,37.603802694,55.689003026
114,4539488,Многофункциональный автомобильный заправочный комплекс «Профсоюзная» «Петрол Комплекс Эквипмент Кампани»,МАЗК «Профсоюзная» «Петрол Комплекс Эквипмент Кампани»,Юго-Западный административный округ,район Коньково,"Профсоюзная улица, дом 84А",ЗАО «Петрол Комплекс Эквипмент Кампани»,13.03.2014,37.536030891,55.655059237
117,4539489,Автомобильная заправочная станция № 2 «Аванти МТА»,АЗС № 2 «Аванти МТА»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, владение 20",ООО «Аванти МТА»,18.03.2014,37.380411747,55.844237066
118,4539490,Автомобильная заправочная станция № 31 «СБС»,АЗС № 31 «СБС»,Северо-Восточный административный округ,Алексеевский район,"улица Космонавтов, владение 19",ООО Компания «СБС»,31.03.2014,37.662039651,55.821499372
120,4539491,Автомобильная заправочная станция № 1 «Сокол»,АЗС № 1 «Сокол»,Новомосковский административный округ,поселение Московский,32-й километр Калужского шоссе,ООО «Сокол»,10.04.2014,37.347765848,55.509461494
126,4539492,"Автомобильная заправочная станция «Фирма ОЛА» на Минской улице, дом 4 А","АЗС «Фирма ОЛА» на Минской улице, дом 4А",Западный административный округ,район Филёвский Парк,"Минская улица, дом 4А",ООО «Фирма ОЛА»,13.05.2014,37.488756922,55.734147305
128,4539493,"Автомобильна заправочная станция № 566 «Лукойл-Центрнефтепродукт» на 109 километре МКАД, владение 14","АЗС № 566 «Лукойл-Центрнефтепродукт» на 109 километре МКАД, владение 14",Восточный административный округ,район Ивановское,"109 километр МКАД, владение 14",ООО «Лукойл-Центрнефтепродукт»,03.06.2014,37.841226858,55.780179339
132,4539494,"Автомобильная заправочная станция «Эконефтепродукт» на Волоколамском шоссе, владение 101","АЗС «Эконефтепродукт» на Волоколамском шоссе, вледение 101",Северо-Западный административный округ,район Покровское-Стрешнево,"Волоколамское шоссе, владение 101",ООО «Эконефтепродукт»,26.06.2014,37.397957271,55.831314537
134,4539495,Автомобильная заправочная станция «Сокол» в посёлке Коммунарка,АЗС «Сокол» в посёлке Коммунарка,Новомосковский административный округ,поселение Сосенское,посёлок Коммунарка поселение Сосенское,ООО «Сокол»,01.07.2014,37.471939531,55.576608257
137,4539496,"Автомобильная заправочная станция «Приоритет - World» на Дмитровском шоссе, дом 64, корпус. 6, строение 1","АЗС «Приоритет - World» на Дмитровском шоссе, дом 64, корпус. 6, строение 1",Северный административный округ,Бескудниковский район,"Дмитровское шоссе, дом 64, корпус. 6, строение 1",ЗАО коммерческо-холдинговая компания «Приоритет - World»,14.08.2014,37.563406429,55.854366044
140,4539497,"Автомобильная заправочная станция «Луч» на улице Маршала Прошлякова, дом 12, корпус 4","АЗС «Луч» на улице Маршала Прошлякова, дом 12, корпус 4",Северо-Западный административный округ,район Строгино,"улица Маршала Прошлякова, дом 12, корпус 4",ООО «Луч»,11.09.2020,37.392020956,55.792140569
2,4539498,Автомобильная заправочная станция № 15 «ТК Нефтепродуктсервис»,АЗС № 15 «ТК Нефтепродуктсервис»,Восточный административный округ,район Вешняки,"Кетчерская улица, дом 5",ООО «ТК Нефтепродуктсервис»,25.02.2013,37.830191299,55.745994649
4,4539499,Автомобильная заправочная станция № 3 «Сокол»,АЗС № 3 «Сокол»,Новомосковский административный округ,поселение Сосенское,35-й километр Калужского шоссе,ООО «Сокол»,26.02.2013,37.32283886,55.486430421
7,4539500,Автомобильный заправочный комплекс № 3 «РН-Москва»,АЗК № 3 «РН-Москва»,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, владение 6А",ОАО «РН-Москва»,19.03.2013,37.593294373,55.889373579
9,4539501,Автомобильная заправочная станция № 12 «Транс АЗС»,АЗС № 12 «Транс АЗС»,Южный административный округ,Даниловский район,"Крутицкая набережная, дом 13А",ЗАО «Транс АЗС»,21.03.2013,37.658673897,55.721296757
10,4539502,Автомобильная заправочная станция № 47 «Газпромнефть-Центр»,АЗС № 47 «Газпромнефть-Центр»,Западный административный округ,район Проспект Вернадского,"Ленинский проспект, дом 142А",ООО «Газпромнефть-Центр»,21.03.2013,37.504903394,55.665662173
12,4539503,Автомобильная заправочная станция № 138 «Газпромнефть-Центр»,АЗС № 138 «Газпромнефть-Центр»,Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, владение 10Б",ООО «Газпромнефть-Центр»,28.03.2013,37.588443083,55.907435972
54,4539504,"Автомобильная заправочная станция «ВэСКа» на Краснополянской улице, дом 1","АЗС «ВэСКа» на Краснополянской улице, дом 1",Северный административный округ,район Западное Дегунино,"Краснополянская улица, дом 1",ООО «ВэСКа»,12.08.2013,37.484111609,55.884496779
55,4539505,"Автомобильная заправочная станция «Компания ТРАССА» на 43-м километре Калужского шоссе, строение 2","АЗС «Компания ТРАССА» на 43-м километре Калужского шоссе, строение 2",Троицкий административный округ,поселение Краснопахорское,"43-й километр Калужского шоссе, строение 2",ООО «Компания ТРАССА»,18.04.2017,37.295262137,55.455567914
56,4539506,"Автомобильная заправочная станция «Транссервис-А.С.» на Краснохоломской набережной, владение 13А","АЗС «Транссервис-А.С.» на Краснохоломской набережной, владение 13А",Центральный административный округ,Таганский район,"Краснохолмская набережная, владение 13А",ООО «Транссервис-А.С.»,22.08.2013,37.65162697,55.732523923
57,4539507,"Автомобильная заправочная станция «ОЙЛ-ТРАСТ» на 35-м километре Московской Кольцевой Автодороги, владение 6","АЗС «ОЙЛ-ТРАСТ» на 35-м километре Московской Кольцевой Автодороги, владение 6",Юго-Западный административный округ,район Ясенево,"35-й километр Московской Кольцевой Автодороги, владение 6",ООО «ОЙЛ-ТРАСТ»,29.08.2013,37.533901119,55.590700856
62,4539508,Автомобильная заправочная станция № 520 «Лукойл-ЦНП»,АЗС № 520 «Лукойл-ЦНП»,Юго-Восточный административный округ,район Текстильщики,"Грайвороновская улица, дом 1",ООО «Лукойл-ЦНП»,10.09.2013,37.725192935,55.716212549
67,4539509,"Автомобильная заправочная станция «Россервис» на Можайском шоссе, владение 55","АЗС «Россервис» на Можайском шоссе, владение 55",Западный административный округ,Можайский район,"Можайское шоссе, владение 55",ООО «Россервис»,26.09.2013,37.39072446,55.713899517
68,4539510,Автомобильная заправочная станция № 18 «АЗС-Регион»,АЗС № 18 «АЗС-Регион»,Троицкий административный округ,поселение Троицк,"город Троицк, микрорайон В, дом 63",ООО «АЗС-Регион»,01.10.2013,37.421644589,55.388155237
71,4539511,Автомобильная заправочная станция № 597 «Лукойл-ЦНП»,АЗС № 597 «Лукойл-ЦНП»,Южный административный округ,Нагорный район,"Варшавское шоссе, владение 24А",ООО «Лукойл-ЦНП»,08.10.2013,37.622249447,55.686074509
76,4539512,Автомобильная заправочная станция № 3 «Меркурий»,АЗС № 3 «Меркурий»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 1",ЗАО фирма «Меркурий»,12.11.2013,37.387150508,55.835361727
78,4539513,Автомобильная заправочная станция № 2 «Меркурий»,АЗС № 2 «Меркурий»,Северо-Западный административный округ,район Северное Тушино,"71-й километр Московской Кольцевой Автодороги, владение 9",ЗАО фирма «Меркурий»,12.11.2013,37.400807447,55.863878586
79,4539514,"Автомобильная заправочная станция «Альянс» на Варшавском шоссе, владение 206А, строение 1","АЗС «Альянс» на Варшавском шоссе, владение 206А, строение 1",Юго-Западный административный округ,район Южное Бутово,"Варшавское шоссе, владение 206А, строение 1",ООО «Альянс»,14.11.2013,37.581753246,55.535892209
82,4539515,Автомобильная заправочная станция № 6 «Компания ТРАССА»,АЗС № 6 «Компания ТРАССА»,Новомосковский административный округ,поселение Московский,37-й километр Киевского шоссе,ООО «Компания ТРАССА»,14.04.2017,37.185201973,55.566168411
83,4539516,Автомобильная заправочная станция «Фортекс»,АЗС № 6 «Фортекс»,Южный административный округ,район Бирюлёво Восточное,"Загорьевский проезд, владение 12",ООО «Фортекс»,24.08.2021,37.684361315,55.577708373
89,4539517,"Автомобильная заправочная станция «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2","АЗС «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2",Центральный административный округ,Таганский район,"Гончарная набережная, владение 9, строение 2",ООО «Транссервис-А.С.»,06.02.2014,37.64867806,55.737476589
92,4539518,Автомобильная заправочная станция № 235 «Татнефть-АЗС-Запад»,АЗС № 235 «Татнефть-АЗС-Запад»,Западный административный округ,район Фили-Давыдково,"Кутузовский проспект, владение 72",ООО «Татнефть-АЗС-Запад»,04.03.2014,37.462253205,55.727201169
94,4539519,Автомобильная заправочная станция № 208 «Татнефть-АЗС-Запад»,АЗС № 208 «Татнефть-АЗС-Запад»,Западный административный округ,Можайский район,"улица Маршала Неделина, владение 18",ООО «Татнефть-АЗС-Запад»,04.03.2014,37.410815772,55.725589334
