ID,Year,Month,TransportType,PassengerTraffic,global_id,Month_num,Data
4025,2025,Май,Московское центральное кольцо,10000275,2786409392,05,2025-05-01
4026,2025,Июнь,Автобус,65036026,2791619020,06,2025-06-01
4027,2025,Июнь,Трамвай,15659056,2791619025,06,2025-06-01
4028,2025,Июнь,Электробус,21926471,2791619036,06,2025-06-01
4029,2025,Июнь,Московский метрополитен,177885859,2791619039,06,2025-06-01
4030,2025,Июнь,Московское центральное кольцо,9850407,2791619042,06,2025-06-01
4031,2025,Июль,Автобус,63277073,2795878026,07,2025-07-01
4032,2025,Июль,Трамвай,15335170,2795878029,07,2025-07-01
4033,2025,Июль,Электробус,22436712,2795878037,07,2025-07-01
4034,2025,Июль,Московский метрополитен,177672720,2795878039,07,2025-07-01
4035,2025,Июль,Московское центральное кольцо,9853314,2795878044,07,2025-07-01
4036,2025,Август,Автобус,62263195,2800915622,08,2025-08-01
4037,2025,Август,Трамвай,15196860,2800915625,08,2025-08-01
4038,2025,Август,Электробус,22557985,2800915628,08,2025-08-01
4039,2025,Август,Московский метрополитен,170809437,2800915630,08,2025-08-01
4040,2025,Август,Московское центральное кольцо,9059164,2800915640,08,2025-08-01
4041,2025,Сентябрь,Автобус,72132246,2808271600,09,2025-09-01
4042,2025,Сентябрь,Трамвай,18560809,2808271662,09,2025-09-01
4043,2025,Сентябрь,Электробус,26364545,2808271702,09,2025-09-01
4044,2025,Сентябрь,Московский метрополитен,201332013,2808271729,09,2025-09-01
4045,2025,Сентябрь,Московское центральное кольцо,10914407,2808271777,09,2025-09-01
4046,2025,Октябрь,Автобус,63586166,2828144569,10,2025-10-01
4047,2025,Октябрь,Трамвай,20407262,2828144570,10,2025-10-01
4048,2025,Октябрь,Электробус,29336121,2828144571,10,2025-10-01
4049,2025,Октябрь,Московский метрополитен,210666355,2828144574,10,2025-10-01
4050,2025,Октябрь,Московское центральное кольцо,11392904,2828144575,10,2025-10-01
4051,2025,Ноябрь,Автобус,59115379,2836114101,11,2025-11-01
4052,2025,Ноябрь,Трамвай,19136849,2836114203,11,2025-11-01
4053,2025,Ноябрь,Электробус,28068769,2836114233,11,2025-11-01
4054,2025,Ноябрь,Московский метрополитен,192780375,2836114260,11,2025-11-01
4055,2025,Ноябрь,Московское центральное кольцо,10044648,2836114295,11,2025-11-01
